stationid,observationdate,rainfall,rain_unit,temperature,temperature_unit,temp_category,is_hot,is_cold
S254,2023-01-28,27.379074365256585,mm,32.88990301215516,C,Hot,True,False
S016,2023-08-01,6.23816683512049,,17.6663324654521, celsius ,Warm,False,False
S208,2023-04-16,25.259064366298038,inch,42.7135033417002,Celsius,Hot,True,False
S019,2023-06-29,48.22994338507464,mm,26.83996307732141, celsius ,Hot,True,False
S166,2023-06-27,8.7743967614547,mm,42.75007405014709,C,Hot,True,False
S181,2023-12-12,13.826542418419702,MM,35.44125701503704,C,Hot,True,False
S349,2023-02-28,17.27127865915469,MM,22.314407979141528,c,Warm,False,False
S105,2023-10-27,11.125583533886674,mm,28.1112893046016,C,Hot,True,False
S090,2023-11-12,16.60329888590606,inch,28.184411319087975, celsius ,Hot,True,False
S079,2023-02-25,25.62927394716491, INCH,31.800716681588504, celsius ,Hot,True,False
S073,2023-07-26,25.017780195064503, INCH,15.038073762043812,C,Warm,False,False
S345,2023-07-02,42.56671848700456,mm,23.85081749016814,Celsius,Warm,False,False
S103,2023-09-10,27.015515647368314, INCH,35.81772916785293,c,Hot,True,False
S224,2023-09-28,12.046023888218835, INCH,26.92253225793817,C,Hot,True,False
S182,2023-12-28,0.6179530227898855, INCH,34.92517220958372,C,Hot,True,False
S249,2023-12-12,18.98623536831916,mm,21.400419180676977,Celsius,Warm,False,False
S318,2023-08-12,25.017780195064503,inch,20.279414248172596,Celsius,Warm,False,False
S392,2023-11-18,16.9587842666375, INCH,15.721406153011326,Celsius,Warm,False,False
S096,2023-11-06,8.440483010291194,mm,35.20081456315219,Celsius,Hot,True,False
S382,2023-06-11,24.763080977990548,mm,33.9292936708108,Celsius,Hot,True,False
S244,2023-03-13,19.099601951062283,mm,16.455703941920618,Celsius,Warm,False,False
S086,2023-07-22,24.42076298314795,MM,20.180181677636256,c,Warm,False,False
S121,2023-05-02,22.54881104617868,MM,13.47288225738393, celsius ,Cool,False,False
S070,2023-09-16,25.017780195064503,mm,33.988117757058674, celsius ,Hot,True,False
S133,2023-01-01,23.41190905637697, INCH,30.330912893439844,c,Hot,True,False
S137,2023-08-20,29.913835714127732, INCH,44.43800489274906,c,Hot,True,False
S314,2023-08-27,10.620824213905257,MM,23.133957700510337,Celsius,Warm,False,False
S187,2023-10-07,21.16995391288317,MM,33.96984551630808,Celsius,Hot,True,False
S008,2023-01-04,0.8662727031196471,inch,36.81237707270471, celsius ,Hot,True,False
S179,2023-10-23,25.017780195064503,mm,38.59334558751538,Celsius,Hot,True,False
S334,2023-07-29,9.73554401557034,MM,29.05152818141601,c,Hot,True,False
S293,2023-05-25,11.183464027346693, INCH,18.233852295983358,Celsius,Warm,False,False
S331,2023-12-22,7.674311309471249, INCH,23.75267306324993,Celsius,Warm,False,False
S374,2023-08-10,44.80541208296713, INCH,35.29570696914904, celsius ,Hot,True,False
S287,2023-05-16,1.234273639821715,,12.114399065546252,C,Cool,False,False
S054,2023-12-13,25.017780195064503,,44.72362452873729,c,Hot,True,False
S034,2023-02-10,25.017780195064503,inch,42.43697317536225,Celsius,Hot,True,False
S135,2023-08-20,26.53616213099352,inch,35.916197721579806,Celsius,Hot,True,False
S315,2023-02-23,25.017780195064503,MM,16.908977494703606,Celsius,Warm,False,False
S394,2023-10-04,40.91405520376703,inch,43.34560615211552,c,Hot,True,False
S340,2023-03-23,49.52242439254277,mm,27.258231108741068,C,Hot,True,False
S045,2023-09-10,3.9152666090470745, INCH,23.43113994293195,c,Warm,False,False
S318,2023-02-07,40.191440437436746,MM,32.490608732702654,Celsius,Hot,True,False
S315,2023-05-05,25.017780195064503,MM,12.468211420595226,Celsius,Cool,False,False
S177,2023-04-09,13.699964208194215,,41.318093846658414,C,Hot,True,False
S394,2023-04-27,26.59013019358435,,22.98033410867588,C,Warm,False,False
S267,2023-05-27,40.05322632827893, INCH,21.679291348968547,c,Warm,False,False
S326,2023-02-20,44.85263705220617,MM,44.05719424246514,Celsius,Hot,True,False
S379,2023-09-28,37.59904967182523,,22.54265349573785,Celsius,Warm,False,False
S190,2023-03-02,39.82597328328081,mm,26.296031470965623,Celsius,Hot,True,False
S290,2023-02-07,34.74644524668539,,38.73445429333222,c,Hot,True,False
S357,2023-02-25,32.09502549570948,inch,36.40310450318417,Celsius,Hot,True,False
S360,2023-01-17,25.017780195064503,MM,43.32597855305888,c,Hot,True,False
S213,2023-05-25,49.70284299129116, INCH,43.56647756316258, celsius ,Hot,True,False
S275,2023-05-28,38.021258397146,mm,25.16691487745945, celsius ,Hot,True,False
S323,2023-04-15,30.557231466974937,MM,29.039782557490664,Celsius,Hot,True,False
S181,2023-01-02,48.19188958354162, INCH,44.72034565112693,c,Hot,True,False
S320,2023-08-16,21.72599821718311,mm,27.786167366867392,Celsius,Hot,True,False
S262,2023-11-29,10.571401313731393,mm,12.500627474688333,c,Cool,False,False
S295,2023-12-26,25.017780195064503,,11.988402296898172,C,Cool,False,False
S396,2023-10-09,2.192141614105192,mm,43.56673819705718,C,Hot,True,False
S237,2023-01-18,11.965118520246977,MM,36.68492294221665,Celsius,Hot,True,False
S138,2023-09-01,25.017780195064503,MM,44.50917692750185,c,Hot,True,False
S049,2023-05-27,5.292929299521249,mm,12.93073837677533,C,Cool,False,False
S164,2023-03-02,40.57114596669223,inch,33.01999885068416,Celsius,Hot,True,False
S293,2023-07-02,25.01136172524938,mm,38.90776135710394, celsius ,Hot,True,False
S391,2023-07-01,44.32422378457307,inch,28.315722226605267,Celsius,Hot,True,False
S127,2023-05-13,6.12366405271414,,26.84081201017997, celsius ,Hot,True,False
S209,2023-08-07,24.86299781805359, INCH,35.587938958134814,C,Hot,True,False
S093,2023-07-20,26.59742832983796, INCH,24.937787076655425,Celsius,Warm,False,False
S225,2023-12-11,25.017780195064503,inch,14.123796631876264,Celsius,Cool,False,False
S378,2023-09-10,8.409534351769349,mm,31.053698187728397,C,Hot,True,False
S280,2023-11-22,12.686517294079696,mm,37.54137048631358, celsius ,Hot,True,False
S012,2023-11-07,25.017780195064503,inch,20.534882620795287, celsius ,Warm,False,False
S035,2023-03-21,22.828833883934603,inch,24.120664412321872,Celsius,Warm,False,False
S228,2023-07-02,25.017780195064503, INCH,24.43377786320283,C,Warm,False,False
S220,2023-11-22,18.34270293056645,,25.585644548574336, celsius ,Hot,True,False
S141,2023-07-11,14.021746585904133,inch,42.47227280991908, celsius ,Hot,True,False
S023,2023-08-13,25.53969187347183,inch,44.05072178645471,c,Hot,True,False
S229,2023-10-05,31.95478859851776, INCH,36.94125430020033,C,Hot,True,False
S080,2023-12-24,25.017780195064503,inch,13.592933462074278,c,Cool,False,False
S353,2023-03-14,49.208995952168046,,22.71523676821516,c,Warm,False,False
S396,2023-05-09,25.017780195064503,MM,32.69554707692406,c,Hot,True,False
S331,2023-10-27,26.59219114237591, INCH,37.359426256379,Celsius,Hot,True,False
S159,2023-04-01,47.40108723833325,mm,15.213189484219331,c,Warm,False,False
S128,2023-11-29,17.979384025226157,MM,24.48382371470266,C,Warm,False,False
S031,2023-07-26,40.45745172656574,mm,31.290772869657022,C,Hot,True,False
S313,2023-12-04,26.110281667080603, INCH,28.904319219919586,Celsius,Hot,True,False
S359,2023-06-01,21.289029503502256, INCH,20.21124902547158,Celsius,Warm,False,False
S331,2023-06-10,49.89916642588096,mm,41.46206445827757, celsius ,Hot,True,False
S029,2023-01-23,0.19959658228893,MM,36.66343583144092,c,Hot,True,False
S194,2023-02-15,42.39775025023795,MM,14.079886732765011,c,Cool,False,False
S016,2023-10-02,27.936173133921173,,41.27845481848864,Celsius,Hot,True,False
S102,2023-01-13,30.150627163451052,,11.813969286055986,c,Cool,False,False
S077,2023-09-23,47.42102738599025, INCH,16.412975957078228, celsius ,Warm,False,False
S203,2023-07-31,14.688974085533474,MM,36.68277847889972,c,Hot,True,False
S026,2023-01-06,25.017780195064503, INCH,31.513158821781253, celsius ,Hot,True,False
S071,2023-12-09,25.017780195064503,,22.22414680418084,C,Warm,False,False
S103,2023-05-13,47.41361972028055,MM,22.38714584864107,C,Warm,False,False
S326,2023-03-31,40.296812249017606,,40.7456059270913,Celsius,Hot,True,False
S363,2024-01-01,16.571795058119054,mm,22.57152114035389,Celsius,Warm,False,False
S157,2023-01-12,29.02245224754641, INCH,20.63601091978165,c,Warm,False,False
S275,2023-11-02,35.343563578483064,,32.867517629143364, celsius ,Hot,True,False
S113,2023-12-18,11.398304427601865,MM,12.227582355549828,Celsius,Cool,False,False
S313,2023-06-02,4.722150340565023,inch,10.643554979790382, celsius ,Cool,False,False
S165,2023-09-15,7.931482775206483,mm,10.395871400915391,Celsius,Cool,False,False
S153,2023-07-24,15.134030041862228,,33.258177446629325, celsius ,Hot,True,False
S225,2023-01-06,18.52449918963308,mm,33.44710247582758,C,Hot,True,False
S193,2023-05-19,7.285152931248601,inch,44.56514945538314,c,Hot,True,False
S115,2023-08-10,43.04203400750042, INCH,11.550986175597092,c,Cool,False,False
S139,2023-12-26,37.77732400064314, INCH,21.00689025893411,c,Warm,False,False
S052,2023-03-13,33.936856201106025,MM,43.717781428496174, celsius ,Hot,True,False
S287,2023-03-23,43.88643573393787,,29.564943331463613, celsius ,Hot,True,False
S366,2023-01-24,29.971766491342773,MM,11.669889760838265, celsius ,Cool,False,False
S093,2023-02-14,29.213452754738444,,29.0850296986738,C,Hot,True,False
S342,2023-01-15,37.68525749321584,mm,23.76375532206368,C,Warm,False,False
S164,2023-12-22,36.32347265502988,,27.70405478471395,Celsius,Hot,True,False
S205,2023-08-19,28.92854624547503, INCH,32.84494043599091,Celsius,Hot,True,False
S089,2023-11-27,4.011068802600676,mm,28.35235754456359, celsius ,Hot,True,False
S154,2023-08-28,25.017780195064503,mm,37.33971803506013,C,Hot,True,False
S056,2023-03-25,44.53619937970101,inch,41.55415519632045,C,Hot,True,False
S228,2023-10-01,19.791892721382546,mm,43.95741886523012,Celsius,Hot,True,False
S337,2023-04-15,19.238727045227872,,20.218127005394088,c,Warm,False,False
S272,2023-01-23,28.302275991619503,MM,25.536756651012336,C,Hot,True,False
S120,2023-03-15,46.31468253369377,,32.08554631819815,Celsius,Hot,True,False
S340,2023-12-24,25.017780195064503, INCH,12.566560038895004,c,Cool,False,False
S220,2023-09-05,28.871500306735125, INCH,41.68190608394768,c,Hot,True,False
S008,2023-07-13,36.977907371097466,inch,22.505513399785382,Celsius,Warm,False,False
S344,2023-08-21,39.55174912890528,mm,42.30501613544006,c,Hot,True,False
S275,2023-04-23,8.054012926193298,,14.84061123937583, celsius ,Cool,False,False
S353,2023-08-24,42.78450437485631,inch,23.680379117753624,Celsius,Warm,False,False
S086,2023-02-02,18.140808172643208,MM,12.964425516531346,Celsius,Cool,False,False
S202,2023-07-11,35.08608913089249, INCH,10.47538248931744,C,Cool,False,False
S046,2023-03-24,47.12848687961358, INCH,35.32038132333159,C,Hot,True,False
S289,2023-10-24,19.09956886267718,,30.862263023480114,Celsius,Hot,True,False
S389,2024-01-01,20.028104041810728, INCH,39.94682486181243,Celsius,Hot,True,False
S077,2023-01-09,28.02812494838849,inch,19.4397758821423,Celsius,Warm,False,False
S377,2023-07-14,37.29103950990245,MM,38.038872184990375,Celsius,Hot,True,False
S334,2023-05-05,36.31940272988474,mm,13.824941382077856,Celsius,Cool,False,False
S323,2023-11-12,0.7583635210640538,mm,25.300849729219024,C,Hot,True,False
S115,2023-05-27,10.842323045432606,inch,41.10694681427472,Celsius,Hot,True,False
S369,2023-06-07,40.07284014715579,,39.388513577072274, celsius ,Hot,True,False
S012,2023-02-15,46.07378707567902, INCH,19.11309871034587, celsius ,Warm,False,False
S172,2023-06-11,26.111225478700067,inch,38.38473055998614,c,Hot,True,False
S296,2023-05-01,42.70638880652036,inch,42.73776515274102,Celsius,Hot,True,False
S177,2023-12-17,14.906144263211257,inch,28.19413022755653,C,Hot,True,False
S341,2023-03-02,7.737982317802827,,27.084719508731474,Celsius,Hot,True,False
S185,2023-09-30,30.057751830899075,MM,36.80478560901017, celsius ,Hot,True,False
S121,2023-05-15,16.56104023237977,,36.79300233239775, celsius ,Hot,True,False
S226,2023-11-17,38.35010381414739,inch,23.682392559643283,C,Warm,False,False
S202,2023-02-25,25.017780195064503,mm,23.549219855495792,C,Warm,False,False
S043,2023-04-04,16.57799843112154,inch,12.500423204205395,Celsius,Cool,False,False
S023,2023-03-25,19.849308438803405,,43.02516392611755,C,Hot,True,False
S155,2023-06-25,25.017780195064503, INCH,32.43729367911159,Celsius,Hot,True,False
S134,2023-09-15,21.973723238263812,,37.41388169314404,Celsius,Hot,True,False
S321,2023-05-14,18.07894790634821,inch,43.30510957636063,c,Hot,True,False
S390,2023-09-28,2.9868970948581595,MM,17.956880842837155,Celsius,Warm,False,False
S022,2023-11-22,10.271795360145177,mm,20.475471995025003,Celsius,Warm,False,False
S153,2023-07-09,27.231461362691928,MM,26.845111987530128,C,Hot,True,False
S125,2023-03-23,10.61343087417616, INCH,43.03379114200951, celsius ,Hot,True,False
S216,2023-08-23,25.017780195064503, INCH,42.66380087048258,c,Hot,True,False
S358,2023-09-24,25.017780195064503,,31.19769144628017,c,Hot,True,False
S253,2023-04-05,9.966604584515714,mm,37.26528316241159,Celsius,Hot,True,False
S106,2023-02-19,8.53622640178553,,11.31964753472964,c,Cool,False,False
S302,2023-05-19,10.756611671044633, INCH,20.41816255674269,C,Warm,False,False
S204,2023-04-07,48.72225921379992, INCH,21.810718526070914,c,Warm,False,False
S267,2023-09-21,34.94936236208094,inch,37.26147708079862, celsius ,Hot,True,False
S268,2023-02-11,46.57721247597004,inch,17.134732602184876, celsius ,Warm,False,False
S170,2023-06-02,5.233668169723349,,26.3941968817022, celsius ,Hot,True,False
S039,2023-02-08,47.09705953837472,MM,26.948912733958643,C,Hot,True,False
S287,2023-10-02,30.067583973834765,inch,26.856067843434715,Celsius,Hot,True,False
S141,2023-05-15,26.764957036478854,inch,24.301357002886075,c,Warm,False,False
S146,2023-01-14,32.09392961977663,mm,16.781440354352853,C,Warm,False,False
S184,2023-03-20,27.482203804679877,inch,29.93625487569267,c,Hot,True,False
S152,2023-10-01,25.017780195064503,MM,43.32036016579884,C,Hot,True,False
S311,2023-07-01,49.236253324773216,,15.856789354766352,C,Warm,False,False
S266,2023-01-28,46.39276416753325, INCH,17.579976584566353, celsius ,Warm,False,False
S188,2023-02-21,13.874766089421176, INCH,36.059162735438846,C,Hot,True,False
S230,2023-12-23,32.45072598037675, INCH,16.189683763375257, celsius ,Warm,False,False
S259,2023-03-28,15.204436983300628, INCH,29.8433554218552,C,Hot,True,False
S299,2023-12-24,17.37960631051253,,35.80963636702418,Celsius,Hot,True,False
S198,2023-05-17,6.585991968666844,,32.53818880223542,Celsius,Hot,True,False
S056,2023-07-18,17.42585619823179, INCH,33.82067984595319, celsius ,Hot,True,False
S203,2023-02-21,31.69933743490361, INCH,42.92712503696904,Celsius,Hot,True,False
S271,2023-08-09,0.623416720693365,MM,37.66862131502492,C,Hot,True,False
S092,2023-06-10,30.392434667952543, INCH,17.528810076750833, celsius ,Warm,False,False
S303,2023-04-02,15.827199365553843, INCH,14.594025979557886,C,Cool,False,False
S057,2023-01-12,11.660680355845866, INCH,39.28297418870674, celsius ,Hot,True,False
S071,2023-08-31,47.2029824782866,MM,17.02573039837036,Celsius,Warm,False,False
S082,2023-11-24,35.8200670474902,inch,23.65419631815688,Celsius,Warm,False,False
S360,2023-04-27,7.069284554609768,mm,37.62183437466561,Celsius,Hot,True,False
S043,2023-10-22,17.593002219170796,,20.81856703559404, celsius ,Warm,False,False
S094,2023-12-23,29.55448974445377,mm,12.269917834655525,Celsius,Cool,False,False
S298,2023-09-26,2.5757913944213784,,35.70608259071558,C,Hot,True,False
S065,2023-10-22,30.37888873409056,,16.40408636279173,c,Warm,False,False
S149,2023-01-27,33.18742112158405,MM,22.856327122194703,C,Warm,False,False
S088,2023-03-03,17.61453556426439,inch,15.50545444592384,Celsius,Warm,False,False
S278,2023-02-23,8.474797336646455,mm,44.06225155515245,c,Hot,True,False
S082,2023-05-12,24.33821961898496, INCH,11.631175070158593,Celsius,Cool,False,False
S382,2023-01-24,27.66724160528078,mm,28.161384283807763, celsius ,Hot,True,False
S353,2023-04-04,41.952304360538,MM,16.520166529934883,C,Warm,False,False
S292,2023-04-24,8.292969585637044,MM,30.217113872916,C,Hot,True,False
S311,2023-01-28,42.70789238898821,inch,18.839548827443156,C,Warm,False,False
S194,2023-02-24,36.99762770893001,mm,23.41809411037252,C,Warm,False,False
S075,2023-02-04,1.1837608639775954, INCH,32.78669818873482,c,Hot,True,False
S163,2023-12-30,32.496808617535166,MM,37.50195111326975,Celsius,Hot,True,False
S165,2023-01-28,8.373685232607265,,32.40777633948076,c,Hot,True,False
S186,2023-07-09,10.221341967391018, INCH,21.370163650011406, celsius ,Warm,False,False
S295,2023-08-29,43.607743563923165, INCH,37.35161715406741,C,Hot,True,False
S138,2023-06-24,38.61204463862179,MM,39.467713390693824,c,Hot,True,False
S398,2023-04-28,45.73455928327637,MM,42.98990026456823,c,Hot,True,False
S026,2023-11-23,19.77864337427554,mm,42.61142273008186, celsius ,Hot,True,False
S122,2023-11-30,24.081119005373264, INCH,40.10768672171589, celsius ,Hot,True,False
S158,2023-09-18,15.889214530720269, INCH,30.17689338288956,C,Hot,True,False
S376,2023-07-16,21.377526167388535,mm,40.57627247307994,Celsius,Hot,True,False
S308,2023-10-09,7.2772235156951695,,25.87156193643614,C,Hot,True,False
S091,2023-02-01,38.3299669794394,mm,19.66507140654561,Celsius,Warm,False,False
S393,2023-03-16,25.505669788022068,inch,22.493978845264003,C,Warm,False,False
S022,2023-10-05,8.100459854874675,mm,43.84591928427772,Celsius,Hot,True,False
S290,2023-02-16,25.017780195064503, INCH,34.19489488538801,c,Hot,True,False
S110,2023-03-28,37.03729262421472,mm,40.6669151736075,C,Hot,True,False
S049,2023-08-13,18.924956628869957, INCH,25.197455711259124, celsius ,Hot,True,False
S129,2023-02-13,3.588313242562058, INCH,16.615488447222603,C,Warm,False,False
S073,2023-12-17,5.2725966678027145,inch,30.334040932299796,C,Hot,True,False
S340,2023-11-04,49.90553085451069,inch,35.33479320229628,c,Hot,True,False
S053,2023-07-11,21.398028042302165,mm,18.12643393650829, celsius ,Warm,False,False
S380,2023-09-27,30.96611183657724,MM,29.048516415542636,C,Hot,True,False
S168,2023-10-26,8.305168916292343, INCH,27.97347978239245,C,Hot,True,False
S105,2023-08-01,21.23749498717315, INCH,17.745351921750387,c,Warm,False,False
S204,2023-10-01,13.254041148042369,inch,13.081992627453692,c,Cool,False,False
S299,2023-12-15,21.214156499499897, INCH,33.19370239980189, celsius ,Hot,True,False
S167,2023-01-29,19.826491587372495,mm,33.88217465860908,C,Hot,True,False
S134,2023-08-24,0.3263415562322069,MM,28.961252703407936,C,Hot,True,False
S211,2023-01-10,25.017780195064503,,25.10495778809453,c,Hot,True,False
S048,2023-03-24,5.905862494296721,,34.717893246735414,Celsius,Hot,True,False
S239,2023-09-07,17.103761692311174,,38.8349503450182,c,Hot,True,False
S007,2023-04-13,25.017780195064503, INCH,28.14831778308973,Celsius,Hot,True,False
S272,2023-05-09,25.017780195064503,MM,13.242601946451908, celsius ,Cool,False,False
S385,2023-06-25,12.901043540207809,,38.3840878850155,c,Hot,True,False
S371,2023-01-29,11.667354451602067,,33.76014215168482,c,Hot,True,False
S037,2023-05-12,25.017780195064503,inch,14.439485827126957,C,Cool,False,False
S211,2023-07-13,2.2071351829919985,,19.36595260846098,Celsius,Warm,False,False
S214,2023-10-22,39.42643074991741,,17.037302798761445,Celsius,Warm,False,False
S381,2023-12-26,4.183373905220766,inch,40.34622076545111,c,Hot,True,False
S161,2023-08-22,24.335806631638444,inch,23.52754256029054, celsius ,Warm,False,False
S066,2023-01-08,3.644453142742416,MM,20.621971573690573, celsius ,Warm,False,False
S239,2023-06-09,25.017780195064503,inch,25.95114259119263,c,Hot,True,False
S020,2023-06-02,40.85789251627487, INCH,15.315257673024549, celsius ,Warm,False,False
S082,2023-12-20,5.0343296532498805,inch,20.916902472146617,c,Warm,False,False
S363,2023-05-21,22.84925482159409,mm,39.9640054788359,C,Hot,True,False
S202,2023-06-09,36.614352456343966,mm,36.31816573343188, celsius ,Hot,True,False
S037,2023-08-28,24.502188440718, INCH,32.4076945035558, celsius ,Hot,True,False
S077,2023-07-29,25.017780195064503,,14.372101241305096, celsius ,Cool,False,False
S089,2023-04-11,38.8590848779573,mm,38.92119959231125,Celsius,Hot,True,False
S194,2023-04-09,21.436281148232155,inch,18.3694561394445,C,Warm,False,False
S033,2023-01-07,18.50496326764273,mm,33.464913042430695,c,Hot,True,False
S058,2023-08-20,4.537080445871672,inch,18.478256954889847,C,Warm,False,False
S201,2023-12-13,49.50253200267046,inch,11.1466470768794,Celsius,Cool,False,False
S028,2023-07-11,4.326024554706254, INCH,19.398282152254467,Celsius,Warm,False,False
S035,2023-07-15,4.173358530385385,mm,39.17205649641884,Celsius,Hot,True,False
S125,2023-12-26,5.981957749953992,MM,36.17431567199991,c,Hot,True,False
S393,2023-01-08,25.099027354328072,mm,40.7925888510977,C,Hot,True,False
S188,2023-04-02,42.28738220754608, INCH,28.576938974711997,c,Hot,True,False
S111,2023-08-31,1.0544737490130185,MM,44.204359545950055,C,Hot,True,False
S271,2023-04-01,2.0120450379127908,inch,26.84319883002385,Celsius,Hot,True,False
S041,2023-07-17,10.905128183815716, INCH,14.591751691113416,c,Cool,False,False
S215,2023-07-15,41.86205599578427,MM,26.091977167810665,Celsius,Hot,True,False
S071,2023-04-23,25.158652600943427,,18.70103860498746,c,Warm,False,False
S236,2023-06-09,6.919808654862603,inch,32.58196566711,c,Hot,True,False
S105,2023-10-05,36.3710216133416, INCH,37.31690347620501,c,Hot,True,False
S390,2023-09-16,26.632731275395837,MM,31.12458353990419,Celsius,Hot,True,False
S162,2023-12-04,5.513805813418865,inch,27.58005331119745,Celsius,Hot,True,False
S191,2023-01-02,36.07563570409752,mm,16.68132094270509,c,Warm,False,False
S009,2023-08-17,45.96243460364972,mm,12.836151397734126,C,Cool,False,False
S060,2023-07-13,44.85996731939843, INCH,35.36374881937758,c,Hot,True,False
S225,2023-06-12,13.360678579688678,inch,12.757224309354422, celsius ,Cool,False,False
S307,2023-04-09,17.23539374688423, INCH,30.653397579933312,Celsius,Hot,True,False
S188,2023-10-20,41.589979760062526,inch,44.222628253557154,C,Hot,True,False
S287,2023-05-30,4.2583477931663785,MM,29.650888981873123,c,Hot,True,False
S169,2023-03-20,17.39163701408224,mm,33.322656571220634, celsius ,Hot,True,False
S349,2023-09-29,1.2960674552598803,inch,13.778870703103111,C,Cool,False,False
S245,2023-10-21,27.33290000583407,,26.99294649914477,Celsius,Hot,True,False
S048,2023-01-05,28.96035970118853,inch,44.5987720783676,c,Hot,True,False
S085,2023-03-25,35.71623369564011,MM,32.37951950713645,c,Hot,True,False
S028,2023-06-10,3.9666468288789503, INCH,30.699550454796125,c,Hot,True,False
S196,2023-05-30,31.10457987026929,inch,29.995770753460384,c,Hot,True,False
S204,2023-12-31,6.230080962898921,mm,44.35019557649336,c,Hot,True,False
S307,2023-09-04,31.787325413746853,inch,31.34688600528163,C,Hot,True,False
S029,2023-08-03,20.06779291388321,inch,42.76103306841552,Celsius,Hot,True,False
S338,2023-10-11,48.773972596874856,inch,35.92748068279701,C,Hot,True,False
S106,2023-04-15,30.62480613265024, INCH,29.95430472875541, celsius ,Hot,True,False
S257,2023-05-06,46.805169020632405,MM,18.10241075469001,c,Warm,False,False
S295,2023-12-23,37.03235036344596,MM,19.114219014958948,C,Warm,False,False
S277,2023-06-09,35.57817798156401,inch,17.61862517235378,C,Warm,False,False
S065,2023-03-27,25.017780195064503,MM,25.3565258898862,Celsius,Hot,True,False
S188,2023-08-05,2.28239022688026,,14.922183471489454,c,Cool,False,False
S138,2023-11-18,25.017780195064503,,12.657824238866574,c,Cool,False,False
S033,2023-10-06,39.362132151684186,mm,34.429491957286686, celsius ,Hot,True,False
S231,2023-01-03,47.402907254957526,MM,17.390039555480016,Celsius,Warm,False,False
S266,2023-05-29,37.079802239269824,MM,33.11771008282268,C,Hot,True,False
S340,2023-11-23,5.877142691207771,MM,31.913339090619484,c,Hot,True,False
S065,2023-09-09,32.81940986290229, INCH,22.59283642492417, celsius ,Warm,False,False
S333,2023-12-17,7.844016676074123,inch,17.315476565211416, celsius ,Warm,False,False
S223,2023-05-21,15.68335861465154,mm,36.72275031129504,C,Hot,True,False
S109,2023-07-06,25.017780195064503,inch,25.886083160316687,c,Hot,True,False
S107,2023-11-26,41.179962548320574,mm,18.863135344987427,c,Warm,False,False
S145,2023-12-14,43.66685439708279,MM,33.98497666881848,C,Hot,True,False
S354,2023-01-25,9.618630169525677,inch,35.35201664864175,Celsius,Hot,True,False
S397,2023-11-17,15.464916020217569,,18.753560035764217,C,Warm,False,False
S123,2023-08-17,28.99877788866596,MM,41.31081064172459, celsius ,Hot,True,False
S320,2023-08-05,9.968426620421315,inch,32.217303506826525,Celsius,Hot,True,False
S010,2023-03-25,38.4216132598818,inch,20.868544252108165,Celsius,Warm,False,False
S008,2023-05-12,42.662330243845695,mm,42.34309364767183,C,Hot,True,False
S197,2023-07-14,45.94477331878281, INCH,25.733311203264947,c,Hot,True,False
S030,2023-06-06,41.882977392413096,inch,33.547609550432625, celsius ,Hot,True,False
S130,2023-07-11,1.5146994731520036,mm,15.745266163345985,Celsius,Warm,False,False
S356,2023-06-07,39.46973985913698, INCH,14.955947224378043, celsius ,Cool,False,False
S378,2023-02-18,19.49095209695979,MM,38.90537518653896,c,Hot,True,False
S387,2023-04-27,24.570670367261165,MM,39.48864487283236,Celsius,Hot,True,False
S215,2023-09-05,14.914683866333704,,42.95082981833996,Celsius,Hot,True,False
S290,2023-08-29,11.453806716497931,mm,40.93285086737019,C,Hot,True,False
S074,2023-09-10,7.016310443224932,MM,38.28098554776838,c,Hot,True,False
S350,2023-10-30,23.380869947567103,MM,19.55577025381493,c,Warm,False,False
S130,2023-12-22,30.939514771707504,,30.26452421473082,Celsius,Hot,True,False
S350,2023-05-13,47.95002211884359,inch,13.673468541517504,Celsius,Cool,False,False
S194,2023-09-02,49.11421896927985,inch,41.21007451626086,C,Hot,True,False
S106,2023-09-30,45.71876630962101,MM,23.826064491006107,Celsius,Warm,False,False
S400,2023-03-04,6.798055236970274,mm,26.793670465098163,C,Hot,True,False
S204,2023-06-20,13.938668275716754,,30.750472182685243, celsius ,Hot,True,False
S072,2023-08-10,43.73044560035359,MM,34.76208302644788,c,Hot,True,False
S306,2023-10-26,21.96055488976067,MM,32.2690610094539,Celsius,Hot,True,False
S397,2023-12-09,48.748823893257736,,32.75448715804359,Celsius,Hot,True,False
S330,2023-08-06,11.944053446738772,mm,37.9050070300478, celsius ,Hot,True,False
S046,2023-01-16,35.2110383731102, INCH,18.44172963491083,c,Warm,False,False
S147,2023-07-27,26.740397948700057,mm,35.49304661443358,C,Hot,True,False
S166,2023-02-20,26.233916066508417,,20.756121640114475, celsius ,Warm,False,False
S139,2023-06-22,39.8624106957713, INCH,10.34723415930634,Celsius,Cool,False,False
S276,2023-07-19,28.98869902018127, INCH,22.87736085448398,C,Warm,False,False
S277,2023-11-21,45.02440919264231,MM,43.13340068138197,Celsius,Hot,True,False
S178,2023-03-01,11.704371808608215,inch,31.71917341920953,c,Hot,True,False
S330,2023-10-22,42.52380726234156,inch,15.811491527992567,c,Warm,False,False
S115,2023-04-11,9.53518815120914,MM,36.005412963644915,C,Hot,True,False
S159,2023-02-20,26.353612347048887,,26.761024640550463,C,Hot,True,False
S326,2023-01-25,25.017780195064503,MM,23.762561156134893,Celsius,Warm,False,False
S368,2023-02-20,24.84529487179021, INCH,26.290801274547988,c,Hot,True,False
